City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,day,month,weekend,AQI_future
Delhi,2021-03-04,159,87.45,171.72,131.97,181.26,1.67,151.05,4,3,0,171.0
Delhi,2021-04-04,171,94.05,184.68,141.93,194.94,1.8,162.45,4,4,1,205.0
Delhi,2021-05-04,205,112.75,221.4,170.15,233.7,2.15,194.75,4,5,0,279.0
Delhi,2021-06-04,279,153.45,301.32,231.57,318.06,2.93,265.05,4,6,0,250.0
Delhi,2021-07-04,250,137.5,270.0,207.5,285.0,2.63,237.5,4,7,1,153.0
Delhi,2021-08-04,153,84.15,165.24,126.99,174.42,1.61,145.35,4,8,0,170.0
Delhi,2021-09-04,170,93.5,183.6,141.1,193.8,1.79,161.5,4,9,1,181.0
Delhi,2021-10-04,181,99.55,195.48,150.23,206.34,1.9,171.95,4,10,0,186.0
Delhi,2021-11-04,186,102.3,200.88,154.38,212.04,1.95,176.7,4,11,0,241.0
Delhi,2021-12-04,241,132.55,260.28,200.03,274.74,2.53,228.95,4,12,1,238.0
Delhi,2021-01-05,238,130.9,257.04,197.54,271.32,2.5,226.1,5,1,0,174.0
Delhi,2021-02-05,174,95.7,187.92,144.42,198.36,1.83,165.3,5,2,0,245.0
Delhi,2021-03-05,245,134.75,264.6,203.35,279.3,2.57,232.75,5,3,0,173.0
Delhi,2021-04-05,173,95.15,186.84,143.59,197.22,1.82,164.35,5,4,0,175.0
Delhi,2021-05-05,175,96.25,189.0,145.25,199.5,1.84,166.25,5,5,0,156.0
Delhi,2021-06-05,156,85.8,168.48,129.48,177.84,1.64,148.2,5,6,1,142.0
Delhi,2021-07-05,142,78.1,153.36,117.86,161.88,1.49,134.9,5,7,0,173.0
Delhi,2021-08-05,173,95.15,186.84,143.59,197.22,1.82,164.35,5,8,0,166.0
Delhi,2021-09-05,166,91.3,179.28,137.78,189.24,1.74,157.7,5,9,1,136.0
Delhi,2021-10-05,136,74.8,146.88,112.88,155.04,1.43,129.2,5,10,0,151.0
Delhi,2021-11-05,151,83.05,163.08,125.33,172.14,1.59,143.45,5,11,0,115.0
Delhi,2021-12-05,115,63.25,124.2,95.45,131.1,1.21,109.25,5,12,1,115.0
Delhi,2021-01-06,115,63.25,124.2,95.45,131.1,1.21,109.25,6,1,0,143.0
Delhi,2021-02-06,143,78.65,154.44,118.69,163.02,1.5,135.85,6,2,1,159.0
Delhi,2021-03-06,159,87.45,171.72,131.97,181.26,1.67,151.05,6,3,1,196.0
Delhi,2021-04-06,196,107.8,211.68,162.68,223.44,2.06,186.2,6,4,0,124.0
Delhi,2021-05-06,124,68.2,133.92,102.92,141.36,1.3,117.8,6,5,0,134.0
Delhi,2021-06-06,134,73.7,144.72,111.22,152.76,1.41,127.3,6,6,1,180.0
Delhi,2021-07-06,180,99.0,194.4,149.4,205.2,1.89,171.0,6,7,0,205.0
Delhi,2021-08-06,205,112.75,221.4,170.15,233.7,2.15,194.75,6,8,0,305.0
Delhi,2021-09-06,305,167.75,329.4,253.15,347.7,3.2,289.75,6,9,0,221.0
Delhi,2021-10-06,221,121.55,238.68,183.43,251.94,2.32,209.95,6,10,0,145.0
Delhi,2021-11-06,145,79.75,156.6,120.35,165.3,1.52,137.75,6,11,1,133.0
Delhi,2021-12-06,133,73.15,143.64,110.39,151.62,1.4,126.35,6,12,0,266.0
Delhi,2021-01-07,266,146.3,287.28,220.78,303.24,2.79,252.7,7,1,0,245.0
Delhi,2021-02-07,245,134.75,264.6,203.35,279.3,2.57,232.75,7,2,1,139.0
Delhi,2021-03-07,139,76.45,150.12,115.37,158.46,1.46,132.05,7,3,1,140.0
Delhi,2021-04-07,140,77.0,151.2,116.2,159.6,1.47,133.0,7,4,0,149.0
Delhi,2021-05-07,149,81.95,160.92,123.67,169.86,1.56,141.55,7,5,0,144.0
Delhi,2021-06-07,144,79.2,155.52,119.52,164.16,1.51,136.8,7,6,0,178.0
Delhi,2021-07-07,178,97.9,192.24,147.74,202.92,1.87,169.1,7,7,0,164.0
Delhi,2021-08-07,164,90.2,177.12,136.12,186.96,1.72,155.8,7,8,1,144.0
Delhi,2021-09-07,144,79.2,155.52,119.52,164.16,1.51,136.8,7,9,0,97.0
Delhi,2021-10-07,97,53.35,104.76,80.51,110.58,1.02,92.15,7,10,0,94.0
Delhi,2021-11-07,94,51.7,101.52,78.02,107.16,0.99,89.3,7,11,1,90.0
Delhi,2021-12-07,90,49.5,97.2,74.7,102.6,0.95,85.5,7,12,0,81.0
Delhi,2021-01-08,81,44.55,87.48,67.23,92.34,0.85,76.95,8,1,0,95.0
Delhi,2021-02-08,95,52.25,102.6,78.85,108.3,1.0,90.25,8,2,0,71.0
Delhi,2021-03-08,71,39.05,76.68,58.93,80.94,0.75,67.45,8,3,0,69.0
Delhi,2021-04-08,69,37.95,74.52,57.27,78.66,0.72,65.55,8,4,0,99.0
Delhi,2021-05-08,99,54.45,106.92,82.17,112.86,1.04,94.05,8,5,1,104.0
Delhi,2021-06-08,104,57.2,112.32,86.32,118.56,1.09,98.8,8,6,0,101.0
Delhi,2021-07-08,101,55.55,109.08,83.83,115.14,1.06,95.95,8,7,0,109.0
Delhi,2021-08-08,109,59.95,117.72,90.47,124.26,1.14,103.55,8,8,1,101.0
Delhi,2021-09-08,101,55.55,109.08,83.83,115.14,1.06,95.95,8,9,0,101.0
Delhi,2021-10-08,101,55.55,109.08,83.83,115.14,1.06,95.95,8,10,0,122.0
Delhi,2021-11-08,122,67.1,131.76,101.26,139.08,1.28,115.9,8,11,0,114.0
Delhi,2021-12-08,114,62.7,123.12,94.62,129.96,1.2,108.3,8,12,0,64.0
Delhi,2021-01-09,64,35.2,69.12,53.12,72.96,0.67,60.8,9,1,1,64.0
Delhi,2021-02-09,64,35.2,69.12,53.12,72.96,0.67,60.8,9,2,0,70.0
Delhi,2021-03-09,70,38.5,75.6,58.1,79.8,0.74,66.5,9,3,0,68.0
Delhi,2021-04-09,68,37.4,73.44,56.44,77.52,0.71,64.6,9,4,0,88.0
Delhi,2021-05-09,88,48.4,95.04,73.04,100.32,0.92,83.6,9,5,1,122.0
Delhi,2021-06-09,122,67.1,131.76,101.26,139.08,1.28,115.9,9,6,0,98.0
Delhi,2021-07-09,98,53.9,105.84,81.34,111.72,1.03,93.1,9,7,0,70.0
Delhi,2021-08-09,70,38.5,75.6,58.1,79.8,0.74,66.5,9,8,0,75.0
Delhi,2021-09-09,75,41.25,81.0,62.25,85.5,0.79,71.25,9,9,0,79.0
Delhi,2021-10-09,79,43.45,85.32,65.57,90.06,0.83,75.05,9,10,1,61.0
Delhi,2021-11-09,61,33.55,65.88,50.63,69.54,0.64,57.95,9,11,0,60.0
Delhi,2021-12-09,60,33.0,64.8,49.8,68.4,0.63,57.0,9,12,0,108.0
Delhi,2021-01-10,108,59.4,116.64,89.64,123.12,1.13,102.6,10,1,1,125.0
Delhi,2021-02-10,125,68.75,135.0,103.75,142.5,1.31,118.75,10,2,0,105.0
Delhi,2021-03-10,105,57.75,113.4,87.15,119.7,1.1,99.75,10,3,0,91.0
Delhi,2021-04-10,91,50.05,98.28,75.53,103.74,0.96,86.45,10,4,1,115.0
Delhi,2021-05-10,115,63.25,124.2,95.45,131.1,1.21,109.25,10,5,0,114.0
Delhi,2021-06-10,114,62.7,123.12,94.62,129.96,1.2,108.3,10,6,0,127.0
Delhi,2021-07-10,127,69.85,137.16,105.41,144.78,1.33,120.65,10,7,1,167.0
Delhi,2021-08-10,167,91.85,180.36,138.61,190.38,1.75,158.65,10,8,0,171.0
Delhi,2021-09-10,171,94.05,184.68,141.93,194.94,1.8,162.45,10,9,0,168.0
Delhi,2021-10-10,168,92.4,181.44,139.44,191.52,1.76,159.6,10,10,1,166.0
Delhi,2021-11-10,166,91.3,179.28,137.78,189.24,1.74,157.7,10,11,0,179.0
Delhi,2021-12-10,179,98.45,193.32,148.57,204.06,1.88,170.05,10,12,0,281.0
Delhi,2021-01-11,281,154.55,303.48,233.23,320.34,2.95,266.95,11,1,0,303.0
Delhi,2021-02-11,303,166.65,327.24,251.49,345.42,3.18,287.85,11,2,0,314.0
Delhi,2021-03-11,314,172.7,339.12,260.62,357.96,3.3,298.3,11,3,0,382.0
Delhi,2021-04-11,382,210.1,412.56,317.06,435.48,4.01,362.9,11,4,1,462.0
Delhi,2021-05-11,462,254.1,498.96,383.46,526.68,4.85,438.9,11,5,0,437.0
Delhi,2021-06-11,437,240.35,471.96,362.71,498.18,4.59,415.15,11,6,0,428.0
Delhi,2021-07-11,428,235.4,462.24,355.24,487.92,4.49,406.6,11,7,1,390.0
Delhi,2021-08-11,390,214.5,421.2,323.7,444.6,4.1,370.5,11,8,0,404.0
Delhi,2021-09-11,404,222.2,436.32,335.32,460.56,4.24,383.8,11,9,1,372.0
Delhi,2021-10-11,372,204.6,401.76,308.76,424.08,3.91,353.4,11,10,0,411.0
Delhi,2021-11-11,411,226.05,443.88,341.13,468.54,4.32,390.45,11,11,0,471.0
Delhi,2021-12-11,471,259.05,508.68,390.93,536.94,4.95,447.45,11,12,1,370.0
Delhi,2021-01-12,370,203.5,399.6,307.1,421.8,3.89,351.5,12,1,0,429.0
Delhi,2021-02-12,429,235.95,463.32,356.07,489.06,4.5,407.55,12,2,0,346.0
Delhi,2021-03-12,346,190.3,373.68,287.18,394.44,3.63,328.7,12,3,0,362.0
Delhi,2021-04-12,362,199.1,390.96,300.46,412.68,3.8,343.9,12,4,0,305.0
Delhi,2021-05-12,305,167.75,329.4,253.15,347.7,3.2,289.75,12,5,0,322.0
Delhi,2021-06-12,322,177.1,347.76,267.26,367.08,3.38,305.9,12,6,1,255.0
Delhi,2021-07-12,255,140.25,275.4,211.65,290.7,2.68,242.25,12,7,0,237.0
Delhi,2021-08-12,237,130.35,255.96,196.71,270.18,2.49,225.15,12,8,0,289.0
Delhi,2021-09-12,289,158.95,312.12,239.87,329.46,3.03,274.55,12,9,1,314.0
Delhi,2021-10-12,314,172.7,339.12,260.62,357.96,3.3,298.3,12,10,0,281.0
Delhi,2021-11-12,281,154.55,303.48,233.23,320.34,2.95,266.95,12,11,0,254.0
Delhi,2021-12-12,254,139.7,274.32,210.82,289.56,2.67,241.3,12,12,1,402.0
Delhi,2022-01-01,402,221.1,434.16,333.66,458.28,4.22,381.9,1,1,1,437.0
Delhi,2022-02-01,437,240.35,471.96,362.71,498.18,4.59,415.15,1,2,0,402.0
Delhi,2022-03-01,402,221.1,434.16,333.66,458.28,4.22,381.9,1,3,0,420.0
Delhi,2022-04-01,420,231.0,453.6,348.6,478.8,4.41,399.0,1,4,0,449.0
Delhi,2022-05-01,449,246.95,484.92,372.67,511.86,4.71,426.55,1,5,1,252.0
Delhi,2022-06-01,252,138.6,272.16,209.16,287.28,2.65,239.4,1,6,0,179.0
Delhi,2022-07-01,179,98.45,193.32,148.57,204.06,1.88,170.05,1,7,0,84.0
Delhi,2022-08-01,84,46.2,90.72,69.72,95.76,0.88,79.8,1,8,0,81.0
Delhi,2022-09-01,81,44.55,87.48,67.23,92.34,0.85,76.95,1,9,0,182.0
Delhi,2022-10-01,182,100.1,196.56,151.06,207.48,1.91,172.9,1,10,1,256.0
Delhi,2022-11-01,256,140.8,276.48,212.48,291.84,2.69,243.2,1,11,0,220.0
Delhi,2022-12-01,220,121.0,237.6,182.6,250.8,2.31,209.0,1,12,0,342.0
Delhi,2022-01-02,342,188.1,369.36,283.86,389.88,3.59,324.9,2,1,1,321.0
Delhi,2022-02-02,321,176.55,346.68,266.43,365.94,3.37,304.95,2,2,0,335.0
Delhi,2022-03-02,335,184.25,361.8,278.05,381.9,3.52,318.25,2,3,0,126.0
Delhi,2022-04-02,126,69.3,136.08,104.58,143.64,1.32,119.7,2,4,1,279.0
Delhi,2022-05-02,279,153.45,301.32,231.57,318.06,2.93,265.05,2,5,0,380.0
Delhi,2022-06-02,380,209.0,410.4,315.4,433.2,3.99,361.0,2,6,0,326.0
Delhi,2022-07-02,326,179.3,352.08,270.58,371.64,3.42,309.7,2,7,1,313.0
Delhi,2022-08-02,313,172.15,338.04,259.79,356.82,3.29,297.35,2,8,0,316.0
Delhi,2022-09-02,316,173.8,341.28,262.28,360.24,3.32,300.2,2,9,0,204.0
Delhi,2022-10-02,204,112.2,220.32,169.32,232.56,2.14,193.8,2,10,1,216.0
Delhi,2022-11-02,216,118.8,233.28,179.28,246.24,2.27,205.2,2,11,0,232.0
Delhi,2022-12-02,232,127.6,250.56,192.56,264.48,2.44,220.4,2,12,0,215.0
Delhi,2022-01-03,215,118.25,232.2,178.45,245.1,2.26,204.25,3,1,0,289.0
Delhi,2022-02-03,289,158.95,312.12,239.87,329.46,3.03,274.55,3,2,0,218.0
Delhi,2022-03-03,218,119.9,235.44,180.94,248.52,2.29,207.1,3,3,0,256.0
Delhi,2022-04-03,256,140.8,276.48,212.48,291.84,2.69,243.2,3,4,1,137.0
Delhi,2022-05-03,137,75.35,147.96,113.71,156.18,1.44,130.15,3,5,0,207.0
Delhi,2022-06-03,207,113.85,223.56,171.81,235.98,2.17,196.65,3,6,0,301.0
Delhi,2022-07-03,301,165.55,325.08,249.83,343.14,3.16,285.95,3,7,1,357.0
Delhi,2022-08-03,357,196.35,385.56,296.31,406.98,3.75,339.15,3,8,0,206.0
Delhi,2022-09-03,206,113.3,222.48,170.98,234.84,2.16,195.7,3,9,1,180.0
Delhi,2022-10-03,180,99.0,194.4,149.4,205.2,1.89,171.0,3,10,0,207.0
Delhi,2022-12-03,207,113.85,223.56,171.81,235.98,2.17,196.65,3,12,1,226.0
Delhi,2022-01-04,226,124.3,244.08,187.58,257.64,2.37,214.7,4,1,0,322.0
Delhi,2022-02-04,322,177.1,347.76,267.26,367.08,3.38,305.9,4,2,0,310.0
Delhi,2022-03-04,310,170.5,334.8,257.3,353.4,3.26,294.5,4,3,0,346.0
Delhi,2022-04-04,346,190.3,373.68,287.18,394.44,3.63,328.7,4,4,0,337.0
Delhi,2022-05-04,337,185.35,363.96,279.71,384.18,3.54,320.15,4,5,0,349.0
Delhi,2022-06-04,349,191.95,376.92,289.67,397.86,3.66,331.55,4,6,1,359.0
Delhi,2022-07-04,359,197.45,387.72,297.97,409.26,3.77,341.05,4,7,0,314.0
Delhi,2022-08-04,314,172.7,339.12,260.62,357.96,3.3,298.3,4,8,0,332.0
Delhi,2022-09-04,332,182.6,358.56,275.56,378.48,3.49,315.4,4,9,1,312.0
Delhi,2022-10-04,312,171.6,336.96,258.96,355.68,3.28,296.4,4,10,0,335.0
Delhi,2022-11-04,335,184.25,361.8,278.05,381.9,3.52,318.25,4,11,0,300.0
Delhi,2022-12-04,300,165.0,324.0,249.0,342.0,3.15,285.0,4,12,1,315.0
Delhi,2022-01-05,315,173.25,340.2,261.45,359.1,3.31,299.25,5,1,0,220.0
Delhi,2022-02-05,220,121.0,237.6,182.6,250.8,2.31,209.0,5,2,1,226.0
Delhi,2022-04-05,226,124.3,244.08,187.58,257.64,2.37,214.7,5,4,0,167.0
Delhi,2022-05-05,167,91.85,180.36,138.61,190.38,1.75,158.65,5,5,0,308.0
Delhi,2022-06-05,308,169.4,332.64,255.64,351.12,3.23,292.6,5,6,1,242.0
Delhi,2022-07-05,242,133.1,261.36,200.86,275.88,2.54,229.9,5,7,0,202.0
Delhi,2022-08-05,202,111.1,218.16,167.66,230.28,2.12,191.9,5,8,0,159.0
Delhi,2022-09-05,159,87.45,171.72,131.97,181.26,1.67,151.05,5,9,0,154.0
Delhi,2022-10-05,154,84.7,166.32,127.82,175.56,1.62,146.3,5,10,0,153.0
Delhi,2022-11-05,153,84.15,165.24,126.99,174.42,1.61,145.35,5,11,1,163.0
Delhi,2022-12-05,163,89.65,176.04,135.29,185.82,1.71,154.85,5,12,0,367.0
Delhi,2022-01-06,367,201.85,396.36,304.61,418.38,3.85,348.65,6,1,0,248.0
Delhi,2022-02-06,248,136.4,267.84,205.84,282.72,2.6,235.6,6,2,1,291.0
Delhi,2022-03-06,291,160.05,314.28,241.53,331.74,3.06,276.45,6,3,1,265.0
Delhi,2022-04-06,265,145.75,286.2,219.95,302.1,2.78,251.75,6,4,0,190.0
Delhi,2022-06-06,190,104.5,205.2,157.7,216.6,2.0,180.5,6,6,0,319.0
Delhi,2022-07-06,319,175.45,344.52,264.77,363.66,3.35,303.05,6,7,0,385.0
Delhi,2022-08-06,385,211.75,415.8,319.55,438.9,4.04,365.75,6,8,1,246.0
Delhi,2022-09-06,246,135.3,265.68,204.18,280.44,2.58,233.7,6,9,0,341.0
Delhi,2022-10-06,341,187.55,368.28,283.03,388.74,3.58,323.95,6,10,0,266.0
Delhi,2022-11-06,266,146.3,287.28,220.78,303.24,2.79,252.7,6,11,1,262.0
Delhi,2022-12-06,262,144.1,282.96,217.46,298.68,2.75,248.9,6,12,0,91.0
Delhi,2022-01-07,91,50.05,98.28,75.53,103.74,0.96,86.45,7,1,0,130.0
Delhi,2022-02-07,130,71.5,140.4,107.9,148.2,1.37,123.5,7,2,0,80.0
Delhi,2022-03-07,80,44.0,86.4,66.4,91.2,0.84,76.0,7,3,0,134.0
Delhi,2022-04-07,134,73.7,144.72,111.22,152.76,1.41,127.3,7,4,0,202.0
Delhi,2022-05-07,202,111.1,218.16,167.66,230.28,2.12,191.9,7,5,1,109.0
Delhi,2022-06-07,109,59.95,117.72,90.47,124.26,1.14,103.55,7,6,0,103.0
Delhi,2022-07-07,103,56.65,111.24,85.49,117.42,1.08,97.85,7,7,0,99.0
Delhi,2022-08-07,99,54.45,106.92,82.17,112.86,1.04,94.05,7,8,1,120.0
Delhi,2022-09-07,120,66.0,129.6,99.6,136.8,1.26,114.0,7,9,0,79.0
Delhi,2022-10-07,79,43.45,85.32,65.57,90.06,0.83,75.05,7,10,0,101.0
Delhi,2022-11-07,101,55.55,109.08,83.83,115.14,1.06,95.95,7,11,0,149.0
Delhi,2022-12-07,149,81.95,160.92,123.67,169.86,1.56,141.55,7,12,0,86.0
Delhi,2022-01-08,86,47.3,92.88,71.38,98.04,0.9,81.7,8,1,1,97.0
Delhi,2022-02-08,97,53.35,104.76,80.51,110.58,1.02,92.15,8,2,0,132.0
Delhi,2022-03-08,132,72.6,142.56,109.56,150.48,1.39,125.4,8,3,0,120.0
Delhi,2022-04-08,120,66.0,129.6,99.6,136.8,1.26,114.0,8,4,0,83.0
Delhi,2022-05-08,83,45.65,89.64,68.89,94.62,0.87,78.85,8,5,1,110.0
Delhi,2022-06-08,110,60.5,118.8,91.3,125.4,1.16,104.5,8,6,0,160.0
Delhi,2022-07-08,160,88.0,172.8,132.8,182.4,1.68,152.0,8,7,0,102.0
Delhi,2022-08-08,102,56.1,110.16,84.66,116.28,1.07,96.9,8,8,0,140.0
Delhi,2022-09-08,140,77.0,151.2,116.2,159.6,1.47,133.0,8,9,0,106.0
Delhi,2022-10-08,106,58.3,114.48,87.98,120.84,1.11,100.7,8,10,1,73.0
Delhi,2022-11-08,73,40.15,78.84,60.59,83.22,0.77,69.35,8,11,0,89.0
Delhi,2022-12-08,89,48.95,96.12,73.87,101.46,0.93,84.55,8,12,0,126.0
Delhi,2022-01-09,126,69.3,136.08,104.58,143.64,1.32,119.7,9,1,1,120.0
Delhi,2022-02-09,120,66.0,129.6,99.6,136.8,1.26,114.0,9,2,0,126.0
Delhi,2022-03-09,126,69.3,136.08,104.58,143.64,1.32,119.7,9,3,0,105.0
Delhi,2022-04-09,105,57.75,113.4,87.15,119.7,1.1,99.75,9,4,1,102.0
Delhi,2022-05-09,102,56.1,110.16,84.66,116.28,1.07,96.9,9,5,0,128.0
Delhi,2022-06-09,128,70.4,138.24,106.24,145.92,1.34,121.6,9,6,0,138.0
Delhi,2022-07-09,138,75.9,149.04,114.54,157.32,1.45,131.1,9,7,1,148.0
Delhi,2022-08-09,148,81.4,159.84,122.84,168.72,1.55,140.6,9,8,0,137.0
Delhi,2022-09-09,137,75.35,147.96,113.71,156.18,1.44,130.15,9,9,0,116.0
Delhi,2022-10-09,116,63.8,125.28,96.28,132.24,1.22,110.2,9,10,1,89.0
Delhi,2022-11-09,89,48.95,96.12,73.87,101.46,0.93,84.55,9,11,0,83.0
Delhi,2022-12-09,83,45.65,89.64,68.89,94.62,0.87,78.85,9,12,0,230.0
Delhi,2022-01-10,230,126.5,248.4,190.9,262.2,2.42,218.5,10,1,0,225.0
Delhi,2022-02-10,225,123.75,243.0,186.75,256.5,2.36,213.75,10,2,0,133.0
Delhi,2022-03-10,133,73.15,143.64,110.39,151.62,1.4,126.35,10,3,0,165.0
Delhi,2022-04-10,165,90.75,178.2,136.95,188.1,1.73,156.75,10,4,1,263.0
Delhi,2022-05-10,263,144.65,284.04,218.29,299.82,2.76,249.85,10,5,0,67.0
Delhi,2022-06-10,67,36.85,72.36,55.61,76.38,0.7,63.65,10,6,0,56.0
Delhi,2022-07-10,56,30.8,60.48,46.48,63.84,0.59,53.2,10,7,1,60.0
Delhi,2022-08-10,60,33.0,64.8,49.8,68.4,0.63,57.0,10,8,0,43.0
Delhi,2022-09-10,43,23.65,46.44,35.69,49.02,0.45,40.85,10,9,1,49.0
Delhi,2022-10-10,49,26.95,52.92,40.67,55.86,0.51,46.55,10,10,0,86.0
Delhi,2022-11-10,86,47.3,92.88,71.38,98.04,0.9,81.7,10,11,0,162.0
Delhi,2022-12-10,162,89.1,174.96,134.46,184.68,1.7,153.9,10,12,1,446.0
Delhi,2022-01-11,446,245.3,481.68,370.18,508.44,4.68,423.7,11,1,0,406.0
Delhi,2022-02-11,406,223.3,438.48,336.98,462.84,4.26,385.7,11,2,0,366.0
Delhi,2022-05-11,366,201.3,395.28,303.78,417.24,3.84,347.7,11,5,0,346.0
Delhi,2022-06-11,346,190.3,373.68,287.18,394.44,3.63,328.7,11,6,1,386.0
Delhi,2022-07-11,386,212.3,416.88,320.38,440.04,4.05,366.7,11,7,0,398.0
Delhi,2022-08-11,398,218.9,429.84,330.34,453.72,4.18,378.1,11,8,0,234.0
Delhi,2022-09-11,234,128.7,252.72,194.22,266.76,2.46,222.3,11,9,1,374.0
Delhi,2022-10-11,374,205.7,403.92,310.42,426.36,3.93,355.3,11,10,0,456.0
Delhi,2022-11-11,456,250.8,492.48,378.48,519.84,4.79,433.2,11,11,0,422.0
Delhi,2022-12-11,422,232.1,455.76,350.26,481.08,4.43,400.9,11,12,1,399.0
Delhi,2022-01-12,399,219.45,430.92,331.17,454.86,4.19,379.05,12,1,0,389.0
Delhi,2022-03-12,389,213.95,420.12,322.87,443.46,4.08,369.55,12,3,1,441.0
Delhi,2022-04-12,441,242.55,476.28,366.03,502.74,4.63,418.95,12,4,0,373.0
Delhi,2022-05-12,373,205.15,402.84,309.59,425.22,3.92,354.35,12,5,0,369.0
Delhi,2022-06-12,369,202.95,398.52,306.27,420.66,3.87,350.55,12,6,1,309.0
Delhi,2022-07-12,309,169.95,333.72,256.47,352.26,3.24,293.55,12,7,0,303.0
Delhi,2022-08-12,303,166.65,327.24,251.49,345.42,3.18,287.85,12,8,0,367.0
Delhi,2022-09-12,367,201.85,396.36,304.61,418.38,3.85,348.65,12,9,0,407.0
Delhi,2022-10-12,407,223.85,439.56,337.81,463.98,4.27,386.65,12,10,0,338.0
Delhi,2022-11-12,338,185.9,365.04,280.54,385.32,3.55,321.1,12,11,1,228.0
Delhi,2022-12-12,228,125.4,246.24,189.24,259.92,2.39,216.6,12,12,0,259.0
Delhi,2023-01-01,259,142.45,279.72,214.97,295.26,2.72,246.05,1,1,1,357.0
Delhi,2023-02-01,357,196.35,385.56,296.31,406.98,3.75,339.15,1,2,0,385.0
Delhi,2023-03-01,385,211.75,415.8,319.55,438.9,4.04,365.75,1,3,0,343.0
Delhi,2023-04-01,343,188.65,370.44,284.69,391.02,3.6,325.85,1,4,1,340.0
Delhi,2023-05-01,340,187.0,367.2,282.2,387.6,3.57,323.0,1,5,0,400.0
Delhi,2023-06-01,400,220.0,432.0,332.0,456.0,4.2,380.0,1,6,0,377.0
Delhi,2023-07-01,377,207.35,407.16,312.91,429.78,3.96,358.15,1,7,1,375.0
Delhi,2023-08-01,375,206.25,405.0,311.25,427.5,3.94,356.25,1,8,0,434.0
Delhi,2023-09-01,434,238.7,468.72,360.22,494.76,4.56,412.3,1,9,0,407.0
Delhi,2023-10-01,407,223.85,439.56,337.81,463.98,4.27,386.65,1,10,1,308.0
Delhi,2023-11-01,308,169.4,332.64,255.64,351.12,3.23,292.6,1,11,0,371.0
Delhi,2023-12-01,371,204.05,400.68,307.93,422.94,3.9,352.45,1,12,0,164.0
Delhi,2023-01-02,164,90.2,177.12,136.12,186.96,1.72,155.8,2,1,0,194.0
Delhi,2023-02-02,194,106.7,209.52,161.02,221.16,2.04,184.3,2,2,0,199.0
Delhi,2023-03-02,199,109.45,214.92,165.17,226.86,2.09,189.05,2,3,0,242.0
Delhi,2023-04-02,242,133.1,261.36,200.86,275.88,2.54,229.9,2,4,1,244.0
Delhi,2023-05-02,244,134.2,263.52,202.52,278.16,2.56,231.8,2,5,0,265.0
Delhi,2023-06-02,265,145.75,286.2,219.95,302.1,2.78,251.75,2,6,0,285.0
Delhi,2023-07-02,285,156.75,307.8,236.55,324.9,2.99,270.75,2,7,1,144.0
Delhi,2023-08-02,144,79.2,155.52,119.52,164.16,1.51,136.8,2,8,0,212.0
Delhi,2023-09-02,212,116.6,228.96,175.96,241.68,2.23,201.4,2,9,1,187.0
Delhi,2023-10-02,187,102.85,201.96,155.21,213.18,1.96,177.65,2,10,0,275.0
Delhi,2023-11-02,275,151.25,297.0,228.25,313.5,2.89,261.25,2,11,0,175.0
Delhi,2023-12-02,175,96.25,189.0,145.25,199.5,1.84,166.25,2,12,1,181.0
Delhi,2023-01-03,181,99.55,195.48,150.23,206.34,1.9,171.95,3,1,0,226.0
Delhi,2023-02-03,226,124.3,244.08,187.58,257.64,2.37,214.7,3,2,0,152.0
Delhi,2023-03-03,152,83.6,164.16,126.16,173.28,1.6,144.4,3,3,0,129.0
Delhi,2023-04-03,129,70.95,139.32,107.07,147.06,1.35,122.55,3,4,0,142.0
Delhi,2023-05-03,142,78.1,153.36,117.86,161.88,1.49,134.9,3,5,0,142.0
Delhi,2023-06-03,142,78.1,153.36,117.86,161.88,1.49,134.9,3,6,1,173.0
Delhi,2023-07-03,173,95.15,186.84,143.59,197.22,1.82,164.35,3,7,0,215.0
Delhi,2023-08-03,215,118.25,232.2,178.45,245.1,2.26,204.25,3,8,0,119.0
Delhi,2023-09-03,119,65.45,128.52,98.77,135.66,1.25,113.05,3,9,1,187.0
Delhi,2023-10-03,187,102.85,201.96,155.21,213.18,1.96,177.65,3,10,0,200.0
Delhi,2023-11-03,200,110.0,216.0,166.0,228.0,2.1,190.0,3,11,0,216.0
Delhi,2023-12-03,216,118.8,233.28,179.28,246.24,2.27,205.2,3,12,1,106.0
Delhi,2023-01-04,106,58.3,114.48,87.98,120.84,1.11,100.7,4,1,0,128.0
Delhi,2023-02-04,128,70.4,138.24,106.24,145.92,1.34,121.6,4,2,1,179.0
Delhi,2023-03-04,179,98.45,193.32,148.57,204.06,1.88,170.05,4,3,1,109.0
Delhi,2023-04-04,109,59.95,117.72,90.47,124.26,1.14,103.55,4,4,0,135.0
Delhi,2023-05-04,135,74.25,145.8,112.05,153.9,1.42,128.25,4,5,0,142.0
Delhi,2023-06-04,142,78.1,153.36,117.86,161.88,1.49,134.9,4,6,1,142.0
Delhi,2023-07-04,142,78.1,153.36,117.86,161.88,1.49,134.9,4,7,0,172.0
Delhi,2023-08-04,172,94.6,185.76,142.76,196.08,1.81,163.4,4,8,0,217.0
Delhi,2023-09-04,217,119.35,234.36,180.11,247.38,2.28,206.15,4,9,0,195.0
Delhi,2023-10-04,195,107.25,210.6,161.85,222.3,2.05,185.25,4,10,0,260.0
